Experiment	bias spectroscopy	
Saved Date	29.06.2018 18:12:56	
User		
Date		
X (m)	-314.596E-9	
Y (m)	-55.1683E-9	
Z (m)	-50.3722E-9	
Z offset (m)	0E+0	
Settling time (s)	20E-3	
Integration time (s)	40E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	29.06.2018 18:10:19	
Filter type	Gaussian	
Order	2	
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Bias (V)	Z (m)	LI Demod 1 X (A)	LI Demod 1 Y (A)	Current [bwd] (A)	Bias [bwd] (V)	Z [bwd] (m)	LI Demod 1 X [bwd] (A)	LI Demod 1 Y [bwd] (A)	Current (A) [filt]	Bias (V) [filt]	Z (m) [filt]	LI Demod 1 X (A) [filt]	LI Demod 1 Y (A) [filt]	Current (A) [bwd] [filt]	Bias (V) [bwd] [filt]	Z (m) [bwd] [filt]	LI Demod 1 X (A) [bwd] [filt]	LI Demod 1 Y (A) [bwd] [filt]
-500.00000E-3	-399.55925E-12	-500.00000E-3	-50.372226E-9	8.0428251E-12	790.55480E-15	-398.93769E-12	-500.00000E-3	-50.372226E-9	7.8636802E-12	841.70561E-15	-399.55925E-12	-500.00000E-3	-50.372226E-9	8.0428251E-12	790.55480E-15	-398.93769E-12	-500.00000E-3	-50.372226E-9	7.8636802E-12	841.70561E-15
-498.99900E-3	-397.99616E-12	-498.99900E-3	-50.372226E-9	7.9719625E-12	911.14377E-15	-398.41408E-12	-498.99900E-3	-50.372226E-9	8.0613780E-12	691.13188E-15	-397.46492E-12	-498.99900E-3	-50.372226E-9	7.9698947E-12	770.74019E-15	-398.22415E-12	-498.99900E-3	-50.372226E-9	7.8957596E-12	766.77092E-15
-497.99800E-3	-394.30137E-12	-497.99800E-3	-50.372226E-9	7.8576165E-12	605.39112E-15	-397.15742E-12	-497.99800E-3	-50.372226E-9	7.8190449E-12	724.24109E-15	-395.70261E-12	-497.99800E-3	-50.372226E-9	7.9055625E-12	763.77945E-15	-396.76865E-12	-497.99800E-3	-50.372226E-9	7.9122481E-12	717.35375E-15
-496.99700E-3	-394.62705E-12	-496.99700E-3	-50.372226E-9	7.9037835E-12	797.95431E-15	-397.21834E-12	-496.99700E-3	-50.372226E-9	7.9056570E-12	678.26945E-15	-394.09198E-12	-496.99700E-3	-50.372226E-9	7.8515146E-12	758.17185E-15	-394.93078E-12	-496.99700E-3	-50.372226E-9	7.9065600E-12	711.80702E-15
-495.99600E-3	-393.07640E-12	-495.99600E-3	-50.372226E-9	7.7618242E-12	783.22966E-15	-389.10730E-12	-495.99600E-3	-50.372226E-9	7.9124138E-12	712.53339E-15	-392.63104E-12	-495.99600E-3	-50.372226E-9	7.8142709E-12	765.92020E-15	-393.13078E-12	-495.99600E-3	-50.372226E-9	7.9220814E-12	727.29821E-15
-494.99500E-3	-390.44001E-12	-494.99500E-3	-50.372226E-9	7.7659441E-12	767.44920E-15	-392.84379E-12	-494.99500E-3	-50.372226E-9	7.9270765E-12	795.78629E-15	-391.19513E-12	-494.99500E-3	-50.372226E-9	7.7975569E-12	778.31058E-15	-391.87670E-12	-494.99500E-3	-50.372226E-9	7.9407323E-12	745.54604E-15
-493.99400E-3	-390.16285E-12	-493.99400E-3	-50.372226E-9	7.8263038E-12	808.34406E-15	-391.99524E-12	-493.99400E-3	-50.372226E-9	8.0755957E-12	729.29510E-15	-389.87727E-12	-493.99400E-3	-50.372226E-9	7.7876186E-12	757.45183E-15	-390.53102E-12	-493.99400E-3	-50.372226E-9	7.9139577E-12	762.86487E-15
-492.99300E-3	-388.01862E-12	-492.99300E-3	-50.372226E-9	7.7920517E-12	714.19639E-15	-389.51800E-12	-492.99300E-3	-50.372226E-9	7.7873688E-12	780.54674E-15	-388.58006E-12	-492.99300E-3	-50.372226E-9	7.7805748E-12	732.65249E-15	-389.23251E-12	-492.99300E-3	-50.372226E-9	7.8511034E-12	781.51797E-15
-491.99200E-3	-388.64523E-12	-491.99200E-3	-50.372226E-9	7.7447554E-12	663.74206E-15	-385.22316E-12	-491.99200E-3	-50.372226E-9	7.7163415E-12	797.32109E-15	-387.43667E-12	-491.99200E-3	-50.372226E-9	7.7687579E-12	726.93446E-15	-387.38718E-12	-491.99200E-3	-50.372226E-9	7.8093582E-12	797.60813E-15
-490.99100E-3	-384.75756E-12	-490.99100E-3	-50.372226E-9	7.7430328E-12	733.66882E-15	-387.48416E-12	-490.99100E-3	-50.372226E-9	7.7584163E-12	846.99039E-15	-385.89121E-12	-490.99100E-3	-50.372226E-9	7.7464476E-12	741.05208E-15	-385.81613E-12	-490.99100E-3	-50.372226E-9	7.7967979E-12	806.00961E-15
-489.99000E-3	-385.86492E-12	-489.99000E-3	-50.372226E-9	7.7816070E-12	830.00962E-15	-383.94515E-12	-489.99000E-3	-50.372226E-9	7.9503635E-12	798.27833E-15	-384.23933E-12	-489.99000E-3	-50.372226E-9	7.7245424E-12	750.78631E-15	-384.45466E-12	-489.99000E-3	-50.372226E-9	7.8243037E-12	794.01004E-15
-488.98900E-3	-381.07079E-12	-488.98900E-3	-50.372226E-9	7.6392781E-12	763.31975E-15	-382.79616E-12	-488.98900E-3	-50.372226E-9	7.7557839E-12	754.83614E-15	-382.58546E-12	-488.98900E-3	-50.372226E-9	7.7204571E-12	757.03056E-15	-382.91353E-12	-488.98900E-3	-50.372226E-9	7.8273750E-12	771.64181E-15
-487.98800E-3	-381.02532E-12	-487.98800E-3	-50.372226E-9	7.6905756E-12	632.18398E-15	-382.16866E-12	-487.98800E-3	-50.372226E-9	7.8741380E-12	749.86816E-15	-380.97586E-12	-487.98800E-3	-50.372226E-9	7.7380402E-12	749.59808E-15	-381.30490E-12	-487.98800E-3	-50.372226E-9	7.8166692E-12	754.81499E-15
-486.98699E-3	-380.89087E-12	-486.98699E-3	-50.372226E-9	7.8523559E-12	873.10015E-15	-378.05506E-12	-486.98699E-3	-50.372226E-9	7.7315749E-12	731.68094E-15	-379.33096E-12	-486.98699E-3	-50.372226E-9	7.7594528E-12	734.68651E-15	-379.74004E-12	-486.98699E-3	-50.372226E-9	7.7897515E-12	729.61298E-15
-485.98599E-3	-375.93123E-12	-485.98599E-3	-50.372226E-9	7.7905694E-12	697.84835E-15	-380.03967E-12	-485.98599E-3	-50.372226E-9	7.8358006E-12	773.72841E-15	-377.98870E-12	-485.98599E-3	-50.372226E-9	7.7676711E-12	732.15425E-15	-378.51799E-12	-485.98599E-3	-50.372226E-9	7.7903101E-12	726.33273E-15
-484.98499E-3	-376.96102E-12	-484.98499E-3	-50.372226E-9	7.7070303E-12	624.79042E-15	-375.48864E-12	-484.98499E-3	-50.372226E-9	7.7057284E-12	562.49590E-15	-376.67353E-12	-484.98499E-3	-50.372226E-9	7.7705403E-12	742.55939E-15	-376.71849E-12	-484.98499E-3	-50.372226E-9	7.7568845E-12	732.94989E-15
-483.98399E-3	-376.57649E-12	-483.98399E-3	-50.372226E-9	7.7316226E-12	854.28431E-15	-378.12406E-12	-483.98399E-3	-50.372226E-9	7.8862299E-12	909.48267E-15	-375.00589E-12	-483.98399E-3	-50.372226E-9	7.7631642E-12	749.88648E-15	-374.77846E-12	-483.98399E-3	-50.372226E-9	7.7405573E-12	763.19788E-15
-482.98299E-3	-373.45163E-12	-482.98299E-3	-50.372226E-9	7.9013514E-12	790.27946E-15	-368.71850E-12	-482.98299E-3	-50.372226E-9	7.4803636E-12	737.51270E-15	-373.29470E-12	-482.98299E-3	-50.372226E-9	7.7616342E-12	774.63063E-15	-372.85719E-12	-482.98299E-3	-50.372226E-9	7.7427474E-12	772.55140E-15
-481.98199E-3	-368.96258E-12	-481.98199E-3	-50.372226E-9	7.6477930E-12	697.45842E-15	-371.74849E-12	-481.98199E-3	-50.372226E-9	7.8738994E-12	834.28555E-15	-371.46156E-12	-481.98199E-3	-50.372226E-9	7.7598969E-12	777.50257E-15	-371.89785E-12	-481.98199E-3	-50.372226E-9	7.7947093E-12	774.19511E-15
-480.98099E-3	-371.42525E-12	-480.98099E-3	-50.372226E-9	7.7409867E-12	876.67953E-15	-372.67303E-12	-480.98099E-3	-50.372226E-9	7.9115985E-12	657.27751E-15	-370.15652E-12	-480.98099E-3	-50.372226E-9	7.7628138E-12	755.63617E-15	-370.68870E-12	-480.98099E-3	-50.372226E-9	7.8414749E-12	757.03864E-15
-479.97999E-3	-369.00352E-12	-479.97999E-3	-50.372226E-9	7.8334752E-12	681.29703E-15	-371.16729E-12	-479.97999E-3	-50.372226E-9	7.9059415E-12	800.73611E-15	-368.79308E-12	-479.97999E-3	-50.372226E-9	7.7914966E-12	728.69212E-15	-369.15351E-12	-479.97999E-3	-50.372226E-9	7.8707440E-12	759.33433E-15
-478.97899E-3	-368.38116E-12	-478.97899E-3	-50.372226E-9	7.7775199E-12	672.50123E-15	-364.00810E-12	-478.97899E-3	-50.372226E-9	7.8068524E-12	791.70400E-15	-366.99602E-12	-478.97899E-3	-50.372226E-9	7.8223816E-12	714.67089E-15	-367.07926E-12	-478.97899E-3	-50.372226E-9	7.8342931E-12	769.10071E-15
-477.97799E-3	-363.35115E-12	-477.97799E-3	-50.372226E-9	7.9576085E-12	694.42575E-15	-364.52646E-12	-477.97799E-3	-50.372226E-9	7.8206825E-12	719.36906E-15	-365.05632E-12	-477.97799E-3	-50.372226E-9	7.8260454E-12	723.29382E-15	-365.70097E-12	-477.97799E-3	-50.372226E-9	7.7922226E-12	772.72639E-15
-476.97699E-3	-362.26774E-12	-476.97699E-3	-50.372226E-9	7.7159650E-12	780.80261E-15	-366.58374E-12	-476.97699E-3	-50.372226E-9	7.7087130E-12	857.79143E-15	-363.85689E-12	-476.97699E-3	-50.372226E-9	7.8149093E-12	753.05100E-15	-364.79481E-12	-476.97699E-3	-50.372226E-9	7.7624972E-12	750.05963E-15
-475.97599E-3	-364.60895E-12	-475.97599E-3	-50.372226E-9	7.7967615E-12	829.54384E-15	-365.14222E-12	-475.97599E-3	-50.372226E-9	7.7469619E-12	669.49847E-15	-363.04057E-12	-475.97599E-3	-50.372226E-9	7.8143715E-12	774.55349E-15	-363.48907E-12	-475.97599E-3	-50.372226E-9	7.7458586E-12	714.08629E-15
-474.97499E-3	-363.13080E-12	-474.97496E-3	-50.372226E-9	7.8575844E-12	720.33850E-15	-360.55117E-12	-474.97496E-3	-50.372226E-9	7.7740548E-12	651.08986E-15	-362.30130E-12	-474.97496E-3	-50.372226E-9	7.8138234E-12	776.15713E-15	-361.40616E-12	-474.97496E-3	-50.372226E-9	7.7309721E-12	676.32700E-15
-473.97399E-3	-359.91160E-12	-473.97396E-3	-50.372226E-9	7.8358483E-12	806.74551E-15	-357.62607E-12	-473.97396E-3	-50.372226E-9	7.6869830E-12	659.14521E-15	-361.03545E-12	-473.97396E-3	-50.372226E-9	7.8043709E-12	749.32904E-15	-359.61126E-12	-473.97396E-3	-50.372226E-9	7.7246907E-12	654.05748E-15
-472.97299E-3	-360.25374E-12	-472.97296E-3	-50.372226E-9	7.7822210E-12	745.46738E-15	-358.64592E-12	-472.97296E-3	-50.372226E-9	7.6953973E-12	614.29393E-15	-359.32715E-12	-472.97296E-3	-50.372226E-9	7.7709610E-12	708.79538E-15	-358.40489E-12	-472.97296E-3	-50.372226E-9	7.7089940E-12	678.24284E-15
-471.97196E-3	-357.73601E-12	-471.97196E-3	-50.372226E-9	7.6606516E-12	582.58801E-15	-359.53043E-12	-471.97196E-3	-50.372226E-9	7.7624261E-12	715.24839E-15	-357.64439E-12	-471.97196E-3	-50.372226E-9	7.7220964E-12	677.79555E-15	-356.83151E-12	-471.97196E-3	-50.372226E-9	7.6867263E-12	730.41866E-15
-470.97096E-3	-355.13587E-12	-470.97096E-3	-50.372226E-9	7.7498884E-12	657.38804E-15	-354.86952E-12	-470.97096E-3	-50.372226E-9	7.6143709E-12	841.31568E-15	-356.07786E-12	-470.97096E-3	-50.372226E-9	7.6805879E-12	681.54071E-15	-355.01302E-12	-470.97096E-3	-50.372226E-9	7.6539313E-12	774.60250E-15
-469.96996E-3	-354.91471E-12	-469.96996E-3	-50.372226E-9	7.5892487E-12	707.58769E-15	-349.01285E-12	-469.96996E-3	-50.372226E-9	7.6155176E-12	853.99607E-15	-354.54431E-12	-469.96996E-3	-50.372226E-9	7.6311379E-12	734.66922E-15	-353.19264E-12	-469.96996E-3	-50.372226E-9	7.6025731E-12	776.63028E-15
-468.96896E-3	-353.41477E-12	-468.96896E-3	-50.372226E-9	7.6261497E-12	837.60895E-15	-354.90907E-12	-468.96896E-3	-50.372226E-9	7.5716430E-12	711.14219E-15	-352.68541E-12	-468.96896E-3	-50.372226E-9	7.5644126E-12	785.71188E-15	-352.02610E-12	-468.96896E-3	-50.372226E-9	7.5441537E-12	765.17454E-15
-467.96796E-3	-351.48476E-12	-467.96796E-3	-50.372226E-9	7.4746528E-12	906.04645E-15	-351.03315E-12	-467.96796E-3	-50.372226E-9	7.4480335E-12	629.40956E-15	-350.72850E-12	-467.96796E-3	-50.372226E-9	7.4868410E-12	791.63444E-15	-351.00106E-12	-467.96796E-3	-50.372226E-9	7.4983249E-12	763.13099E-15
-466.96696E-3	-346.07478E-12	-466.96696E-3	-50.372226E-9	7.3485610E-12	683.60557E-15	-349.82703E-12	-466.96696E-3	-50.372226E-9	7.4516227E-12	935.28787E-15	-349.10816E-12	-466.96696E-3	-50.372226E-9	7.4243849E-12	772.59943E-15	-349.94496E-12	-466.96696E-3	-50.372226E-9	7.4679984E-12	791.80916E-15
-465.96596E-3	-348.65161E-12	-465.96596E-3	-50.372226E-9	7.4153877E-12	696.04636E-15	-347.11434E-12	-465.96596E-3	-50.372226E-9	7.4614889E-12	781.36266E-15	-347.97218E-12	-465.96596E-3	-50.372226E-9	7.3595262E-12	762.19413E-15	-348.16092E-12	-465.96596E-3	-50.372226E-9	7.4387623E-12	816.66612E-15
-464.96496E-3	-348.98240E-12	-464.96496E-3	-50.372226E-9	7.3413628E-12	829.05568E-15	-348.99009E-12	-464.96496E-3	-50.372226E-9	7.4649106E-12	848.37584E-15	-346.80778E-12	-464.96496E-3	-50.372226E-9	7.2988490E-12	761.26833E-15	-346.28009E-12	-464.96496E-3	-50.372226E-9	7.3719286E-12	810.11879E-15
-463.96396E-3	-344.49088E-12	-463.96396E-3	-50.372226E-9	7.1542143E-12	822.97591E-15	-342.85111E-12	-463.96396E-3	-50.372226E-9	7.2851300E-12	781.63588E-15	-345.57923E-12	-463.96396E-3	-50.372226E-9	7.2347098E-12	765.70434E-15	-344.23411E-12	-463.96396E-3	-50.372226E-9	7.2829321E-12	784.79139E-15
-462.96296E-3	-342.63101E-12	-462.96296E-3	-50.372226E-9	7.1930543E-12	662.10579E-15	-340.85962E-12	-462.96296E-3	-50.372226E-9	7.0336371E-12	702.13150E-15	-344.10080E-12	-462.96296E-3	-50.372226E-9	7.1856835E-12	764.97088E-15	-342.56975E-12	-462.96296E-3	-50.372226E-9	7.2124555E-12	775.10421E-15
-461.96195E-3	-344.50215E-12	-461.96195E-3	-50.372226E-9	7.1352420E-12	764.88550E-15	-342.18858E-12	-461.96195E-3	-50.372226E-9	7.2409071E-12	837.18021E-15	-343.10990E-12	-461.96195E-3	-50.372226E-9	7.1550964E-12	761.30492E-15	-341.38439E-12	-461.96195E-3	-50.372226E-9	7.1712341E-12	758.74907E-15
-460.96095E-3	-341.53919E-12	-460.96095E-3	-50.372226E-9	7.1833741E-12	857.88630E-15	-341.00925E-12	-460.96095E-3	-50.372226E-9	7.2319958E-12	754.95063E-15	-342.09294E-12	-460.96095E-3	-50.372226E-9	7.1084865E-12	757.11225E-15	-340.33390E-12	-460.96095E-3	-50.372226E-9	7.1408552E-12	749.48701E-15
-459.95995E-3	-342.28337E-12	-459.95995E-3	-50.372226E-9	7.0697259E-12	695.44273E-15	-339.63679E-12	-459.95995E-3	-50.372226E-9	7.0306083E-12	650.56505E-15	-340.80377E-12	-459.95995E-3	-50.372226E-9	7.0427991E-12	751.00928E-15	-339.17735E-12	-459.95995E-3	-50.372226E-9	7.1071352E-12	751.62001E-15
-458.95895E-3	-337.55657E-12	-458.95895E-3	-50.372226E-9	6.8457683E-12	692.28493E-15	-335.52186E-12	-458.95895E-3	-50.372226E-9	7.0219113E-12	805.76209E-15	-339.10830E-12	-458.95895E-3	-50.372226E-9	6.9869258E-12	745.94768E-15	-337.77650E-12	-458.95895E-3	-50.372226E-9	7.0655235E-12	756.46054E-15
-457.95795E-3	-338.40092E-12	-457.95795E-3	-50.372226E-9	6.9966784E-12	786.23951E-15	-338.77787E-12	-457.95795E-3	-50.372226E-9	7.0974723E-12	819.08612E-15	-337.94675E-12	-457.95795E-3	-50.372226E-9	6.9595983E-12	762.32504E-15	-336.58684E-12	-457.95795E-3	-50.372226E-9	7.0413484E-12	773.97415E-15
-456.95695E-3	-335.67146E-12	-456.95695E-3	-50.372226E-9	6.9782483E-12	801.50085E-15	-334.61448E-12	-456.95695E-3	-50.372226E-9	7.0238797E-12	715.55733E-15	-336.65296E-12	-456.95695E-3	-50.372226E-9	6.9533541E-12	789.43850E-15	-335.26676E-12	-456.95695E-3	-50.372226E-9	7.0066422E-12	771.69635E-15
-455.95595E-3	-338.01845E-12	-455.95595E-3	-50.372226E-9	6.9501726E-12	829.54097E-15	-334.01112E-12	-455.95595E-3	-50.372226E-9	6.9776585E-12	831.12971E-15	-335.43929E-12	-455.95595E-3	-50.372226E-9	6.9435399E-12	789.38955E-15	-333.60725E-12	-455.95595E-3	-50.372226E-9	6.9520054E-12	745.87537E-15
-454.95495E-3	-331.82615E-12	-454.95495E-3	-50.372226E-9	6.9082886E-12	775.67851E-15	-332.00981E-12	-454.95495E-3	-50.372226E-9	6.8135870E-12	664.08765E-15	-333.48813E-12	-454.95495E-3	-50.372226E-9	6.9241227E-12	771.04170E-15	-331.95774E-12	-454.95495E-3	-50.372226E-9	6.8931388E-12	717.05895E-15
-453.95395E-3	-332.62418E-12	-453.95395E-3	-50.372226E-9	6.8735204E-12	686.78342E-15	-328.58827E-12	-453.95395E-3	-50.372226E-9	6.8776794E-12	678.24706E-15	-331.91447E-12	-453.95395E-3	-50.372226E-9	6.9064932E-12	764.45756E-15	-330.72572E-12	-453.95395E-3	-50.372226E-9	6.8489949E-12	702.93174E-15
-452.95295E-3	-328.06069E-12	-452.95295E-3	-50.372226E-9	6.9650162E-12	782.51007E-15	-331.94572E-12	-452.95295E-3	-50.372226E-9	6.8324404E-12	703.22827E-15	-330.75523E-12	-452.95295E-3	-50.372226E-9	6.8829447E-12	767.67092E-15	-329.25054E-12	-452.95295E-3	-50.372226E-9	6.8031154E-12	731.45813E-15
-451.95195E-3	-332.22661E-12	-451.95195E-3	-50.372226E-9	6.8247487E-12	848.54227E-15	-327.94936E-12	-451.95195E-3	-50.372226E-9	6.7523613E-12	723.43900E-15	-329.88423E-12	-451.95195E-3	-50.372226E-9	6.8369169E-12	776.71680E-15	-327.69154E-12	-451.95195E-3	-50.372226E-9	6.7717928E-12	782.90065E-15
-450.95095E-3	-329.93727E-12	-450.95095E-3	-50.372226E-9	6.7776579E-12	719.36044E-15	-323.32156E-12	-450.95095E-3	-50.372226E-9	6.6625260E-12	1.0051897E-12	-328.21315E-12	-450.95095E-3	-50.372226E-9	6.7852785E-12	768.30209E-15	-326.55573E-12	-450.95095E-3	-50.372226E-9	6.7633165E-12	819.26610E-15
-449.94995E-3	-324.52513E-12	-449.94995E-3	-50.372226E-9	6.6876539E-12	780.56734E-15	-326.33923E-12	-449.94995E-3	-50.372226E-9	6.8216526E-12	747.26830E-15	-326.51004E-12	-449.94995E-3	-50.372226E-9	6.7382272E-12	759.77039E-15	-325.41161E-12	-449.94995E-3	-50.372226E-9	6.7694249E-12	810.27069E-15
-448.94895E-3	-322.99011E-12	-448.94895E-3	-50.372226E-9	6.7493680E-12	691.29723E-15	-327.46508E-12	-448.94895E-3	-50.372226E-9	6.8678622E-12	785.19618E-15	-324.85842E-12	-448.94895E-3	-50.372226E-9	6.7015126E-12	765.37154E-15	-324.29695E-12	-448.94895E-3	-50.372226E-9	6.7551611E-12	775.91530E-15
-447.94795E-3	-326.38528E-12	-447.94795E-3	-50.372226E-9	6.6821175E-12	844.97231E-15	-320.42971E-12	-447.94795E-3	-50.372226E-9	6.6624336E-12	708.79950E-15	-323.70071E-12	-447.94795E-3	-50.372226E-9	6.6446219E-12	777.13243E-15	-322.65043E-12	-447.94795E-3	-50.372226E-9	6.7112526E-12	736.17235E-15
-446.94695E-3	-322.33127E-12	-446.94695E-3	-50.372226E-9	6.5656812E-12	812.05339E-15	-320.52400E-12	-446.94695E-3	-50.372226E-9	6.5969825E-12	724.14275E-15	-322.42231E-12	-446.94695E-3	-50.372226E-9	6.5900865E-12	771.41592E-15	-321.12993E-12	-446.94695E-3	-50.372226E-9	6.6602570E-12	740.95488E-15
-445.94595E-3	-319.98226E-12	-445.94595E-3	-50.372226E-9	6.4450372E-12	697.07516E-15	-319.30719E-12	-445.94595E-3	-50.372226E-9	6.6439233E-12	721.16672E-15	-321.00556E-12	-445.94595E-3	-50.372226E-9	6.5557412E-12	764.84289E-15	-320.24949E-12	-445.94595E-3	-50.372226E-9	6.6456441E-12	756.93808E-15
-444.94495E-3	-318.87798E-12	-444.94495E-3	-50.372226E-9	6.6093853E-12	742.73107E-15	-321.78296E-12	-444.94495E-3	-50.372226E-9	6.6546187E-12	852.37806E-15	-319.65286E-12	-444.94495E-3	-50.372226E-9	6.5451620E-12	758.37345E-15	-319.54550E-12	-444.94495E-3	-50.372226E-9	6.6575291E-12	772.65104E-15
-443.94395E-3	-320.10489E-12	-443.94395E-3	-50.372226E-9	6.5956836E-12	815.79123E-15	-318.80334E-12	-443.94395E-3	-50.372226E-9	6.7175488E-12	769.69475E-15	-318.75649E-12	-443.94395E-3	-50.372226E-9	6.5322903E-12	762.52242E-15	-318.06457E-12	-443.94395E-3	-50.372226E-9	6.6580912E-12	769.99653E-15
-442.94295E-3	-317.42661E-12	-442.94295E-3	-50.372226E-9	6.4550743E-12	755.42887E-15	-314.56049E-12	-442.94295E-3	-50.372226E-9	6.6277283E-12	719.68977E-15	-317.81461E-12	-442.94295E-3	-50.372226E-9	6.5250574E-12	762.83245E-15	-316.59056E-12	-442.94295E-3	-50.372226E-9	6.6327694E-12	749.47709E-15
-441.94195E-3	-316.42361E-12	-441.94195E-3	-50.372226E-9	6.4474801E-12	740.08546E-15	-314.36007E-12	-441.94195E-3	-50.372226E-9	6.5822642E-12	751.74421E-15	-316.53224E-12	-441.94195E-3	-50.372226E-9	6.5357147E-12	752.73750E-15	-315.01413E-12	-441.94195E-3	-50.372226E-9	6.6023107E-12	738.57690E-15
-440.94095E-3	-315.90211E-12	-440.94095E-3	-50.372226E-9	6.6456771E-12	739.10057E-15	-316.95385E-12	-440.94095E-3	-50.372226E-9	6.5520662E-12	679.94612E-15	-315.04616E-12	-440.94095E-3	-50.372226E-9	6.5578307E-12	754.03670E-15	-313.40303E-12	-440.94095E-3	-50.372226E-9	6.5593377E-12	726.35507E-15
-439.93995E-3	-312.69556E-12	-439.93995E-3	-50.372226E-9	6.6535163E-12	747.24732E-15	-309.85689E-12	-439.93995E-3	-50.372226E-9	6.5941215E-12	835.77183E-15	-314.05076E-12	-439.93995E-3	-50.372226E-9	6.5672958E-12	755.16405E-15	-311.78557E-12	-439.93995E-3	-50.372226E-9	6.5213247E-12	718.70629E-15
